Time,Time Code,Country,Country Code,Access to clean fuels and technologies for cooking (% of population) [EG.CFT.ACCS.ZS],Access to electricity (% of population) [EG.ELC.ACCS.ZS],Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) [FX.OWN.TOTL.ZS],Adequacy of social insurance programs (% of total welfare of beneficiary households) [per_si_allsi.adq_pop_tot],Adequacy of social safety net programs (% of total welfare of beneficiary households) [per_sa_allsa.adq_pop_tot],Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households) [per_lm_alllm.adq_pop_tot],"Adjusted net enrollment rate, primary (% of primary school age children) [SE.PRM.TENR]",Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted savings: carbon dioxide damage (% of GNI) [NY.ADJ.DCO2.GN.ZS],Adjusted savings: consumption of fixed capital (current US$) [NY.ADJ.DKAP.CD],Adjusted savings: gross savings (% of GNI) [NY.ADJ.ICTR.GN.ZS],"Adolescent fertility rate (births per 1,000 women ages 15-19) [SP.ADO.TFRT]",Adolescents out of school (% of lower secondary school age) [SE.SEC.UNER.LO.ZS],Adults (ages 15+) and children (ages 0-14) newly infected with HIV [SH.HIV.INCD.TL],Agricultural land (sq. km) [AG.LND.AGRI.K2],Age dependency ratio (% of working-age population) [SP.POP.DPND],"Agriculture, forestry, and fishing, value added (current US$) [NV.AGR.TOTL.CD]","Air transport, passengers carried [IS.AIR.PSGR]",Arable land (% of land area) [AG.LND.ARBL.ZS],"Armed forces personnel, total [MS.MIL.TOTL.P1]",Arms exports (SIPRI trend indicator values) [MS.MIL.XPRT.KD],Arms imports (SIPRI trend indicator values) [MS.MIL.MPRT.KD],"Average working hours of children, study and work, ages 7-14 (hours per week) [SL.TLF.0714.SW.TM]",Bank capital to assets ratio (%) [FB.BNK.CAPA.ZS],Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits) [per_si_allsi.ben_q1_tot],"Binding coverage, all products (%) [TM.TAX.MRCH.BC.ZS]","Cause of death, by injury (% of total) [SH.DTH.INJR.ZS]","Cause of death, by non-communicable diseases (% of total) [SH.DTH.NCOM.ZS]","Central government debt, total (current LCU) [GC.DOD.TOTL.CN]","Charges for the use of intellectual property, payments (BoP, current US$) [BM.GSR.ROYL.CD]","Charges for the use of intellectual property, receipts (BoP, current US$) [BX.GSR.ROYL.CD]",Children (0-14) living with HIV [SH.HIV.0014],"Children in employment, total (% of children ages 7-14) [SL.TLF.0714.ZS]","Children in employment, wage workers (% of children in employment, ages 7-14) [SL.WAG.0714.ZS]","Claims on central government, etc. (% GDP) [FS.AST.CGOV.GD.ZS]",CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],CO2 emissions (kg per 2015 US$ of GDP) [EN.ATM.CO2E.KD.GD],Commercial service exports (current US$) [TX.VAL.SERV.CD.WT],Commercial service imports (current US$) [TM.VAL.SERV.CD.WT],Completeness of birth registration (%) [SP.REG.BRTH.ZS],Compensation of employees (current LCU) [GC.XPN.COMP.CN],"Condom use, population ages 15-24, female (% of females ages 15-24) [SH.CON.1524.FE.ZS]","Condom use, population ages 15-24, male (% of males ages 15-24) [SH.CON.1524.MA.ZS]","Computer, communications and other services (% of commercial service imports) [TM.VAL.OTHR.ZS.WT]",Consumption of iodized salt (% of households) [SN.ITK.SALT.ZS],Consumer price index (2010 = 100) [FP.CPI.TOTL],"Contraceptive prevalence, any method (% of married women ages 15-49) [SP.DYN.CONU.ZS]","Contributing family workers, total (% of total employment) (modeled ILO estimate) [SL.FAM.WORK.ZS]",Cost of business start-up procedures (% of GNI per capita) [IC.REG.COST.PC.ZS],"Cost to export, border compliance (US$) [IC.EXP.CSBC.CD]","Cost to import, border compliance (US$) [IC.IMP.CSBC.CD]",Coverage of social insurance programs (% of population) [per_si_allsi.cov_pop_tot],Coverage of social insurance programs in poorest quintile (% of population) [per_si_allsi.cov_q1_tot],Coverage of social insurance programs in richest quintile (% of population) [per_si_allsi.cov_q5_tot],Coverage of social safety net programs (% of population) [per_sa_allsa.cov_pop_tot],Coverage of unemployment benefits and ALMP (% of population) [per_lm_alllm.cov_pop_tot],CPIA building human resources rating (1=low to 6=high) [IQ.CPA.HRES.XQ],CPIA business regulatory environment rating (1=low to 6=high) [IQ.CPA.BREG.XQ],CPIA debt policy rating (1=low to 6=high) [IQ.CPA.DEBT.XQ],CPIA economic management cluster average (1=low to 6=high) [IQ.CPA.ECON.XQ],CPIA efficiency of revenue mobilization rating (1=low to 6=high) [IQ.CPA.REVN.XQ],CPIA equity of public resource use rating (1=low to 6=high) [IQ.CPA.PRES.XQ],CPIA financial sector rating (1=low to 6=high) [IQ.CPA.FINS.XQ],CPIA fiscal policy rating (1=low to 6=high) [IQ.CPA.FISP.XQ],CPIA gender equality rating (1=low to 6=high) [IQ.CPA.GNDR.XQ],CPIA macroeconomic management rating (1=low to 6=high) [IQ.CPA.MACR.XQ],CPIA policies for social inclusion/equity cluster average (1=low to 6=high) [IQ.CPA.SOCI.XQ],CPIA policy and institutions for environmental sustainability rating (1=low to 6=high) [IQ.CPA.ENVR.XQ],CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],CPIA public sector management and institutions cluster average (1=low to 6=high) [IQ.CPA.PUBS.XQ],CPIA quality of budgetary and financial management rating (1=low to 6=high) [IQ.CPA.FINQ.XQ],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]",CPIA trade rating (1=low to 6=high) [IQ.CPA.TRAD.XQ],CPIA structural policies cluster average (1=low to 6=high) [IQ.CPA.STRC.XQ],CPIA social protection rating (1=low to 6=high) [IQ.CPA.PROT.XQ],CPIA quality of public administration rating (1=low to 6=high) [IQ.CPA.PADM.XQ],"Current education expenditure, total (% of total expenditure in public institutions) [SE.XPD.CTOT.ZS]",Customs and other import duties (current LCU) [GC.TAX.IMPT.CN],Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Diabetes prevalence (% of population ages 20 to 79) [SH.STA.DIAB.ZS],"Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]",Ease of doing business rank (1=most business-friendly regulations) [IC.BUS.EASE.XQ],"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative) [SE.TER.CUAT.ST.ZS]",Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC],"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate) [SL.EMP.1524.SP.ZS]",Expenditure on tertiary education (% of government expenditure on education) [SE.XPD.TERT.ZS],Export volume index (2015 = 100) [TX.QTY.MRCH.XD.WD],"Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]",Firms with female participation in ownership (% of firms) [IC.FRM.FEMO.ZS],Firms with female top manager (% of firms) [IC.FRM.FEMM.ZS],Fixed broadband subscriptions (per 100 people) [IT.NET.BBND.P2],Fixed telephone subscriptions (per 100 people) [IT.MLT.MAIN.P2],Forest area (% of land area) [AG.LND.FRST.ZS],GDP (constant LCU) [NY.GDP.MKTP.KN],Gini index [SI.POV.GINI],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],Households and NPISHs Final consumption expenditure (current LCU) [NE.CON.PRVT.CN],Import volume index (2015 = 100) [TM.QTY.MRCH.XD.WD],Imports of goods and services (annual % growth) [NE.IMP.GNFS.KD.ZG],Imports of goods and services (% of GDP) [NE.IMP.GNFS.ZS],"Imports of goods and services (BoP, current US$) [BM.GSR.GNFS.CD]","Imports of goods, services and primary income (BoP, current US$) [BM.GSR.TOTL.CD]","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24) [SH.HIV.INCD.YG.P3]",Individuals using the Internet (% of population) [IT.NET.USER.ZS],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]","Insurance and financial services (% of service exports, BoP) [BX.GSR.INSF.ZS]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Labor force with advanced education, female (% of female working-age population with advanced education) [SL.TLF.ADVN.FE.ZS]",Labor force with advanced education (% of total working-age population with advanced education) [SL.TLF.ADVN.ZS],"Labor force, female (% of total labor force) [SL.TLF.TOTL.FE.ZS]","Labor force, total [SL.TLF.TOTL.IN]","Literacy rate, adult female (% of females ages 15 and above) [SE.ADT.LITR.FE.ZS]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Manufactures exports (% of merchandise exports) [TX.VAL.MANF.ZS.UN],Manufactures imports (% of merchandise imports) [TM.VAL.MANF.ZS.UN],Merchandise exports (current US$) [TX.VAL.MRCH.CD.WT],Merchandise imports (current US$) [TM.VAL.MRCH.CD.WT],Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (current LCU) [MS.MIL.XPND.CN],"Mortality rate, neonatal (per 1,000 live births) [SH.DYN.NMRT]"
2013,YR2013,Afghanistan,AFG,24.3,68.0408783,..,..,..,..,..,..,0.938296471,1677066930,..,106.537,..,830,379100,97.12553365,4595531207,2044188,11.93597351,330650,..,255000000,..,11.63815132,..,..,..,..,..,10944020.31,..,500,..,..,-6.449762323,0.298087813,0.512086884,835605679,1456533281,..,1.38204E+11,..,..,15.57716849,..,127.7952231,..,26.95251418,14.4,..,..,..,..,..,..,..,3.5,2.5,2.5,3,3,3,2,3,1.5,3.5,2.6,2.5,1.5,2.5,3.5,2,3,2.5,2.5,2.5,81.14800262,28243594175,8.80596447,..,..,..,..,..,34.962,11.75683,84.89200773,5.696,..,..,0.004755683,0.303631354,1.852781994,1.23723E+12,..,..,..,96.3228085,..,..,10054627254,10184330518,0.03,5.9,7.385771784,..,5.826386674,124000,..,..,18.23056253,7881567,..,62.417,14.21933508,6.999446632,515000000,8554000000,1.076949768,12027666667,43.1
2013,YR2013,Albania,ALB,72.3,99.89031219,..,..,..,..,95.41897,2.041761322,1.104330258,1828547504,17.44054181,20.865,1.200839996,100,11873,46.58644075,2499688485,865848,22.52189781,8500,..,7000000,..,7.731827396,..,100,..,..,9.52878E+11,22607333.78,1185804.075,..,..,..,30.52604447,1.656389503,0.438117242,2242401829,1920457515,..,83479890000,..,..,9.948117215,..,107.5751604,..,33.76396838,21.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.41316223,9906090000,6.27234411,..,..,..,..,2533.252829,18.911,21.92905,104.7303143,1.697,13.1,12.2,6.323350008,9.740167523,28.69855839,1.30213E+12,..,..,1.08044E+12,100.9032661,-0.643629372,46.95739871,6008971535,6159382112,0.02,51.8,1.937620802,4.295095209,0.552222079,..,73.865,73.428,41.85302213,1227940,..,78.123,52.24290097,61.49608846,2339000000,4920000000,1.408982101,19022000000,5.9
2013,YR2013,Algeria,DZA,99.4,99.18792725,..,..,..,..,..,-0.469278815,2.185733674,13262809854,46.47708267,12.684,..,1200,414316.35,49.53470878,20663211051,4492436.963,3.147362852,317200,..,361000000,3.6,8.273874936,..,..,..,..,..,162112437.3,760560.8746,500,7.500763698,14.36,-28.48360529,3.658468679,0.901597025,3701085660,10275706652,99.6,..,..,..,53.62640567,..,117.5218381,57.1,2.141269678,12.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.03576279,..,..,..,..,1283.610433,19.701,..,100.3304354,2.957,..,..,3.368365563,8.244151031,0.814866442,1.66635E+13,..,..,5.76978E+12,85.67053308,9.8,30.40092579,65666477896,73738379918,0.03,22.5,3.25423911,1.26313707,7.912972616,..,..,..,18.71377939,11793700,..,74.615,0.866851296,70.13067868,64974000000,55028000000,4.844508917,8.06509E+11,16.5
2013,YR2013,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,43.498,..,..,26.6,59.14414414,..,72240,4.45,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.49194346,..,..,..,..,18.86970469,86.7,624000000,..,..,446000000,55.97070203,4.179566563,102.0376176,..,..,..,..,..,5.660911407,..,..,..,..,..,..,..,..,..,..,388000000,479000000,..,..,..
2013,YR2013,Andorra,AND,100,100,..,..,..,..,..,..,..,286777449.5,..,6.989,..,..,188.1,38.65208269,18699905.04,..,1.723404255,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.674233189,0.177516952,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.41766357,..,6.83291245,..,..,..,..,..,..,4.58887,105.619998,..,..,..,38.8616428,54.04814618,34.04255319,2384940000,..,..,..,103.7009699,..,..,..,..,..,84.4,..,0,..,..,..,..,..,..,..,..,92.46047007,62.57821648,..,..,..,..,2
2013,YR2013,Angola,AGO,46.1,38.3981781,..,..,..,..,..,13.08290414,0.7042867,9800993981,34.48894281,153.345,..,28000,454880,93.53572065,8611957335,1321872,3.886259726,117000,..,30000000,..,10.22495697,..,99.96,..,..,..,212220137.3,18843635.45,38000,..,..,-5.043946219,1.031043636,0.315210713,1315703839,21485147958,..,1.15483E+12,..,..,72.71435055,..,136.1311793,..,6.97645408,130.1,..,..,..,..,..,..,..,3,2,3,3,2.5,2.5,2.5,3,3,3,2.7,2.5,2,2.3,2.5,2.5,3.5,2.666666667,2.5,2,..,1.24412E+11,2.73282695,..,..,..,..,278.808255,36.2,..,103.2338666,5.953,..,..,0.085218183,0.822082776,56.54352611,1.53477E+12,..,..,4.9551E+12,116.0919913,4.378649614,36.06484697,49393072408,60111411121,1.59,13,8.777814293,..,..,..,..,..,49.81236159,10886364,..,59.307,..,72.61268197,68247000000,26331000000,4.455239422,5.87869E+11,32.8
2013,YR2013,Antigua and Barbuda,ATG,100,100,..,..,..,..,..,..,1.329461801,119083098.6,7.471537723,33.761,1.87658751,..,90,42.26669882,19670370.37,1218000,9.090909091,180,..,..,..,..,..,97.93,..,..,..,1181754.444,..,..,..,..,14.633442,5.343683967,0.341047705,452410221.9,212464254.1,..,..,..,..,24.44999768,..,108.0834972,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.50909233,..,..,..,..,..,..,..,78.15385154,1.537,..,..,17.68082534,37.43968722,19.50454545,3792530000,..,..,..,91.94447178,..,..,713899421.9,774668917.4,..,63.4,1.059497824,..,3.164998504,..,..,..,..,..,..,77.583,26.99532385,60.68258894,69000000,503000000,..,..,4.7
2013,YR2013,Argentina,ARG,99.6,99.28577423,..,42.8277405,11.313576,..,99.44548,2.14753426,1.096590758,66083281251,15.52748745,69.167,1.484269977,5600,1229374,56.08687236,33413631490,11951276.82,14.39377496,105650,..,13000000,..,10.15604604,3.857485471,100,..,..,..,2329270062,179902421.6,..,..,..,16.27514513,4.34225013,0.308584547,13487139927,18625835884,..,..,..,..,37.77424343,..,..,72.4,0.539258977,23.2,..,..,30.5905578,22.11554835,31.6675952,19.76204865,0.492673129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.14614105,22870300000,9.78097916,..,..,..,..,2967.376558,32.242,20.23468,110.6362682,2.322,..,..,14.74705183,22.79424055,10.79544998,7.20407E+11,41.1,..,2.20947E+12,109.3548881,3.882880978,14.71675561,90301801004,1.05893E+11,0.29,59.9,..,7.247288159,0.774672456,..,77.829,82.649,40.67292705,18964106,..,76.491,31.61317416,77.0861763,75963000000,74442000000,0.83773643,28050000000,7.4
2013,YR2013,Armenia,ARM,96.9,99.42,..,31.66516161,17.06769089,11.77386955,96.5881,3.459260308,1.506179516,1417257023,13.97881074,25.412,..,..,16830,41.98225091,2050215598,45000,15.74288725,49100,..,16000000,..,12.64094063,14.76688858,99.98,..,..,..,..,..,..,..,..,0.215557638,1.896163384,0.557353512,1492516489,1618729501,..,2.24354E+11,..,..,8.725123691,..,116.7957253,..,0.334148726,1.1,..,..,53.03151195,56.69280587,52.2186915,24.63270115,3.205837623,4,4.5,4,4.5,3.5,4.5,4,5,4.5,4.5,4,3,3.5,3.7,4.5,3.5,4.5,4.333333333,4,3.5,77.35108185,46320222896,10.32345009,..,..,..,..,1928.734036,34.652,10.31781,86.76676003,1.6,24.4,14.1,8.377312345,19.93703695,11.5889006,4.40725E+12,30.6,..,3.95377E+12,118.0830082,0,49.20156302,5477034530,6053636513,..,41.9,5.789667785,2.171377148,1.830050278,..,61.321,70.175,50.43641794,1440477,..,73.676,22.67956297,51.15470073,1480000000,4477000000,3.997244557,1.821E+11,8.4
2013,YR2013,Aruba,ABW,..,100,..,..,..,..,..,..,2.003256314,288254149.3,7.268337256,37.026,..,..,20,43.27693058,486033.5196,..,11.11111111,..,..,..,..,..,..,..,..,..,..,9483163.747,75.05450279,..,..,..,1.528103151,..,..,1860551231,843847860.5,..,..,..,..,43.66414226,..,102.4808759,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,..,..,..,..,..,..,21.67269,52.69422768,2.117,..,..,18.66251944,34.02021773,2.333333333,4882851000,..,..,2869920000,78.85260969,..,85.34296869,2261313559,2463663298,..,78.9,-2.372065243,5.832037325,0.750302686,..,..,..,..,..,..,75.636,19.7382161,58.45113589,279000000,1377000000,..,..,..
